K,Rem,cdrag
0.6,2824.60456124336,2.1223053760429686
0.6,2824.60456124336,2.2044297465303706
0.6,2352.302464547476,2.4208535223493257
0.6,2000.632597049047,2.314751154199024
0.6,1878.7356038765984,2.427627153057766
0.6,1770.5533412400448,2.3144251910253537
0.6,1657.004799801697,2.140961173499405
0.6,2824.514483228409,2.122335619260332
0.6,2824.514483228409,2.2044923744843103
0.6,2352.1674369819034,2.420966271724802
0.6,2000.46033766802,2.314900089019762
0.6,1878.513930484908,2.427826165742374
0.6,1770.2879738127413,2.314664285428385
0.6,1656.698330985831,2.141224420564455
0.6,2824.352349175738,2.1223885316039333
0.6,2824.352349175738,2.204594028869933
0.6,2351.94240620551,2.421148578884038
0.6,2000.1796466587573,2.315140149963562
0.6,1878.1545090715472,2.428150588850515
0.6,1769.8532986001062,2.315055813525281
0.6,1656.1964640130716,2.141655497085297
0.6,2824.145189811766,2.122457844804076
0.6,2824.145189811766,2.2047441279851268
0.6,2351.619895148723,2.4214160675155445
0.6,1999.77143072698,2.315482302577051
0.6,1877.6454323740372,2.42860798079638
0.6,1769.2437825888485,2.315604432653558
0.6,1655.4940750860335,2.1422638555729
0.6,2823.865996184778,2.122549836231785
0.6,2823.865996184778,2.204929349806464
0.6,2351.214936413719,2.421748876026897
0.6,1999.2612639514948,2.315924001035416
0.6,1876.9868075396344,2.429204054353141
0.6,1768.448303635553,2.316318276094309
0.6,1654.580833652547,2.1430481925610683
0.6,2823.523791986788,2.1226632711936486
0.6,2823.523791986788,2.205160326095662
0.6,2350.712572950851,2.422161349790989
0.6,1998.6300911698777,2.316462544488328
0.6,1876.1847574492092,2.4299275541738363
0.6,1767.4839961371283,2.317185409819453
0.6,1653.4728702617797,2.144003941679891
0.6,2823.127601157472,2.1227943680048096
0.6,2823.127601157472,2.2054292118374392
0.6,2350.1278509254785,2.422644917468218
0.6,1997.8907583040711,2.317093931395445
0.6,1875.2454256854696,2.430783058314087
0.6,1766.3454686141615,2.318214468408606
0.6,1652.1599878027569,2.1451353913613427
0.6,2822.668441205485,2.122946925949201
0.6,2822.668441205485,2.205743918602776
0.6,2349.445837016743,2.4232083269781044
0.6,1997.0306308102283,2.317830746900393
0.6,1874.1510579187436,2.4317708520873667
0.6,1765.0330175639551,2.3193975852793653
0.6,1650.6531492269032,2.146443089449796
0.6,2822.146339186666,2.123120956612245
0.6,2822.146339186666,2.2061005493459533
0.6,2348.674097338954,2.4238430291839377
0.6,1996.062580826579,2.31866075899718
0.6,1872.919818597472,2.4328912652713823
0.6,1763.5469844644256,2.320739386051902
0.6,1648.9475602490024,2.147923823761237
0.6,2821.561325858631,2.123313924836797
0.6,2821.561325858631,2.2064964129833298
0.6,2347.8127097645915,2.4245521626288395
0.6,1994.9803822346785,2.319587001369773
0.6,1871.54597405121,2.434143109943748
0.6,1761.887755552375,2.32224439651116
0.6,1647.038507241671,2.1495832670574857
0.6,2820.922433254449,2.1235271485584746
0.6,2820.922433254449,2.20693703476902
0.6,2346.861761172173,2.425342826534298
0.6,1993.777837587114,2.3206206621833743
0.6,1870.0178666692584,2.435534291685633
0.6,1760.0501445330358,2.323913618718937
0.6,1644.9266129117768,2.151423853718612
0.6,2820.2117023701503,2.123763132693632
0.6,2820.2117023701503,2.2074209429559875
0.6,2345.8138639029435,2.4262038764806286
0.6,1992.467853177959,2.321746916646924
0.6,1868.3537163613155,2.437057798506176
0.6,1758.0402546614969,2.325739046236278
0.6,1642.6230531266965,2.1534371380439263
0.6,2819.4471678744235,2.1240168559093875
0.6,2819.4471678744235,2.207943046274107
0.6,2344.6840929909013,2.427145470891349
0.6,1991.037909002908,2.3229798512292943
0.6,1866.535971416288,2.438715704828373
0.6,1755.8586062688646,2.3277341335794888
0.6,1640.1128269104593,2.155642315348337
0.6,2818.619877175689,2.124292130811316
0.6,2818.619877175689,2.2085113075459333
0.6,2343.4575988380066,2.428159107424329
0.6,1989.500930597052,2.324303146924509
0.6,1864.5888340820773,2.440508568873828
0.6,1753.5057632651328,2.329887188558176
0.6,1637.4124582437914,2.1580172440129184
0.6,2817.720890314825,2.1245902256372493
0.6,2817.720890314825,2.2091191132920165
0.6,2342.141988374186,2.4292480094223783
0.6,1987.8507921263672,2.32572830977272
0.6,1862.494823691961,2.4424310405613854
0.6,1750.9879244480355,2.3321988963344658
0.6,1634.5227762715156,2.160575814004661
0.6,2816.777225481339,2.124904870385904
0.6,2816.777225481339,2.2097680683049417
0.6,2340.744863169876,2.430415018442903
0.6,1986.0877418390303,2.327258376154944
0.6,1860.2543766283843,2.444495673203797
0.6,1748.2945489033482,2.3346789706391973
0.6,1631.4342406178364,2.163313144406607
0.6,2815.7619728026207,2.1252423808642567
0.6,2815.7619728026207,2.2104606827127813
0.6,2339.2514215806427,2.4316577319724835
0.6,1984.212044669694,2.328886928701995
0.6,1857.873892111278,2.4466956492982552
0.6,1745.4319277230763,2.337328103630272
0.6,1628.14784682533,2.166244544746573
0.6,2814.7021407715924,2.1255964840810933
0.6,2814.7021407715924,2.2111946178121973
0.6,2337.676747451555,2.432979024866583
0.6,1982.223982140368,2.330617046549045
0.6,1855.3538447152207,2.44903485702225
0.6,1742.4007952430154,2.340143579013278
0.6,1624.6698454523855,2.169353595774937
0.6,2813.561865811529,2.12597730796251
0.6,2813.561865811529,2.211972401634765
0.6,2336.006073404046,2.434372152136151
0.6,1980.130175021092,2.332450725502528
0.6,1852.688817394186,2.451515370788069
0.6,1739.19636851664,2.343126209268932
0.6,1621.0013226493877,2.17265190628165
0.6,2812.3681547023666,2.1263760276287904
0.6,2812.3681547023666,2.212796887476333
0.6,2334.239580888217,2.4358474400161376
0.6,1977.9182859737807,2.334381388193869
0.6,1849.8911833280035,2.4541263474343804
0.6,1735.8361407453733,2.346268945046134
0.6,1617.153766852867,2.1761360591022467
0.6,2811.112097332985,2.126793921565134
0.6,2811.112097332985,2.213657504656696
0.6,2332.39235336145,2.437403875362483
0.6,1975.588664173336,2.336425034620785
0.6,1846.9378635464047,2.4568936869506457
0.6,1732.287674216558,2.3496069263748107
0.6,1613.0870138741202,2.179828709083411
0.6,2809.7937673358792,2.127236128568634
0.6,2809.7937673358792,2.2145677970627897
0.6,2330.4496790577527,2.439031257003433
0.6,1973.1605866643283,2.3385596220706257
0.6,1843.8648798683985,2.459790463132549
0.6,1728.5906932486391,2.3530994537022747
0.6,1608.8540246628863,2.183697826115821
0.6,2808.4132419474304,2.127697574391918
0.6,2808.4132419474304,2.215514443505745
0.6,2328.426637951265,2.440736018310908
0.6,1970.6217821430675,2.340804116558242
0.6,1840.6433367967447,2.462827808875078
0.6,1724.7294863328934,2.356764629696756
0.6,1604.435412578678,2.187763436790988
0.6,2806.9885189998936,2.128175779565657
0.6,2806.9885189998936,2.2165070372717866
0.6,2326.315986020774,2.442525538674279
0.6,1967.966339506152,2.3431533597744587
0.6,1837.2856739588956,2.466014411444292
0.6,1720.6995215846778,2.360612995110087
0.6,1599.8222854979897,2.191848693840756
0.6,2805.4927947958085,2.128677100696292
0.6,2805.4927947958085,2.217540207317001
0.6,2324.117933645421,2.444388734193236
0.6,1965.207237551598,2.345605309534498
0.6,1833.792551162438,2.469339278759307
0.6,1716.5128390248667,2.364628667778493
0.6,1595.036579383422,2.195806027610053
0.6,2803.9351193262114,2.129200321130194
0.6,2803.9351193262114,2.2186208289890925
0.6,2321.8252832587823,2.446331690275702
0.6,1962.3385891132896,2.34816195573304
0.6,1830.1646531556387,2.472814113917515
0.6,1712.1594876602649,2.368621885175384
0.6,1590.201718434788,2.1999406197278533
0.6,2802.3155836097385,2.1297454810635377
0.6,2802.3155836097385,2.219745063565122
0.6,2319.4456917300545,2.4483547939094423
0.6,1959.360818679245,2.3508282484341287
0.6,1826.396843878395,2.4764356629507374
0.6,1707.6460643226576,2.372503049906569
0.6,1585.3783513963888,2.2042579563131417
0.6,2800.634282209019,2.1303100633752847
