genotype,fitness,mapping_values,tree_depth,original_phenotype,phenotype,fitness_validation,other_info
"[[0], [0], [1, 0], [3, 3, 2, 2], [1, 2], [0, 3, 2, 0, 1, 3], [1, 1, 0, 0, 1], [0, 0, 0, 0]]",0.12371731886876046,"[1, 1, 2, 4, 2, 4, 5, 2]",7,(Constant+Constant)/((x[0]*x[0])**Constant)+(Constant**Constant),(0.15244049563765916+0.7358511916204938)/((x[0]*x[0])**0.284718062292612)+(0.32747462839688457**0.13875084744066624),0.12283133155422772,{'errortest': 0.15441787720151487}
"[[0], [0], [3, 1], [1, 2], [1, 2, 2, 0], [0, 3, 2, 0, 1, 3], [1, 1, 0, 1, 1], [0]]",0.13115384498399155,"[1, 1, 2, 2, 3, 4, 5, 1]",7,Constant+(((Constant/x[0])*Constant)+(Constant**Constant)),0.5804535336538421+(((0.6413298778966176/x[0])*0.5877228791905929)+(0.8339956039330121**0.945389948101729)),0.1330139292049803,{'errortest': 0.16280334287326942}
"[[0], [0], [2, 2], [3, 2, 1], [1, 2, 2, 0], [0, 3, 2, 0, 1, 3], [1, 1, 0, 0, 0], [0]]",0.1428748428507468,"[1, 1, 2, 2, 1, 2, 3, 1]",7,(Constant**Constant)+(((Constant/x[0])**Constant)**Constant),(0.35579207309687144**0.010150222067059955)+(((0.6274477488861527/x[0])**0.8139395234490782)**0.9310862999598755),0.14191851294761157,{'errortest': 0.1700576527561635}
"[[0], [0], [2, 2], [3, 0, 2], [2, 0], [0, 3, 2, 0, 1, 3], [1, 1, 0, 0], [0, 0, 0]]",0.15256483729590992,"[1, 1, 2, 2, 2, 3, 4, 2]",7,(Constant**Constant)+(Constant/x[0]*x[0]**Constant),(0.4802138622515961**0.17739635136536724)+(0.8074581791392189/x[0]*x[0]**0.3831281391290249),0.14936550640726154,{'errortest': 0.18344279579127587}
"[[0], [0], [2, 2], [3, 1, 1], [2, 2, 0, 2], [0, 3, 2, 0, 1, 3], [1, 1, 0, 1], [0, 0, 0]]",0.16142531277571046,"[1, 1, 2, 2, 2, 2, 3, 1]",7,(Constant**Constant)+((Constant/x[0])**Constant),(0.6698292245034451**0.6750723462360907)+((0.9555696243770136/x[0])**0.33248900050010743),0.1548483137586032,{'errortest': 0.20230661376499753}
"[[0], [2], [2, 2], [0, 3, 3], [2, 0], [3, 3, 2, 0, 1, 3], [1, 1, 0, 1, 0], [0, 0]]",0.16278923383010924,"[1, 1, 1, 1, 2, 2, 3, 1]",7,((Constant/Constant/x[0]**Constant)**Constant),((0.7008424589038768/0.2993254262173709/x[0]**0.342914155792735)**0.7563715763908931),0.16810862446254066,{'errortest': 0.1782360371604697}
"[[0], [0], [2, 2], [3, 1, 1], [2, 2, 0, 2], [0, 3, 2, 0, 1, 3], [1, 1, 0, 0, 1, 0], [0, 0, 0]]",0.1716807068809802,"[1, 1, 2, 2, 2, 2, 3, 1]",7,(Constant**Constant)+((Constant/x[0])**Constant),(0.8074656770550867**0.643796981976922)+((0.8581250392285632/x[0])**0.27152239806339673),0.17150008247992032,{'errortest': 0.20953983057990822}
"[[0], [0], [2, 2], [0, 3, 3], [2, 2], [0, 3, 2, 0, 1, 3], [1, 1, 0, 1, 0], [0, 0, 0]]",0.17183876129967468,"[1, 1, 2, 2, 2, 2, 3, 1]",6,(Constant+Constant**Constant)/(x[0]**Constant),(0.7747786416865639+0.13983784927373089**0.05283219998883504)/(x[0]**0.28282822489252846),0.1659405451334936,{'errortest': 0.205769438789472}
"[[0], [0], [2, 2], [2, 0, 2], [2, 0, 2], [0, 3, 2, 0, 1, 3], [1, 1, 0, 0], [0, 0]]",0.1734246728371815,"[1, 1, 2, 2, 3, 3, 4, 2]",7,((Constant**Constant)**Constant)+(Constant/x[0]*x[0]**Constant),((0.7599857891110485**0.8439120316361789)**0.2816572258197749)+(0.8710694767487602/x[0]*x[0]**0.12345030129913448),0.17239405878387587,{'errortest': 0.16872972555666563}
"[[0], [0], [3, 1], [3, 2, 1], [1, 2, 2, 0], [0, 3, 2, 0, 1, 3], [1, 1, 0, 1], [0]]",0.17427349383800622,"[1, 1, 2, 2, 1, 3, 4, 1]",7,Constant+(Constant/((x[0]*Constant)**Constant)),0.7922741620826206+(0.8050996944509132/((x[0]*0.902775827002533)**0.8558198881753638)),0.17844953486220336,{'errortest': 0.181050863776296}
"[[0], [0], [2, 2], [3, 2, 1], [1, 2, 2, 0], [0, 3, 2, 0, 1, 3], [1, 1, 0, 0, 0], [0]]",0.17532541352176298,"[1, 1, 2, 2, 1, 2, 3, 1]",7,(Constant**Constant)+(((Constant/x[0])**Constant)**Constant),(0.6427855047300043**0.037248678667961777)+(((0.8260034370543192/x[0])**0.8263411476194417)**0.507923319764791),0.18213272965508712,{'errortest': 0.19603125035083394}
