genotype,fitness,mapping_values,tree_depth,original_phenotype,phenotype,fitness_validation,other_info
"[[0], [3], [], [], [], [1], []]",31.343912982142278,"[1, 1, 0, 0, 0, 1, 0]",3,Constant * (x[1]**Constant) * (x[2]),0.6597856045983741 * (x[1]**0.5478737472848869) * (x[2]),33.93402164041289,{'errortest': 33.805330704186275}
"[[0], [3], [], [], [], [1], []]",32.71969330925186,"[1, 1, 0, 0, 0, 1, 0]",3,Constant * (x[1]**Constant) * (x[2]),0.3408274479133062 * (x[1]**0.7206531561591352) * (x[2]),33.036923287757446,{'errortest': 32.231155681499104}
"[[0], [2], [2], [0], [3], [0, 1], [0]]",33.354381156570184,"[1, 1, 1, 1, 1, 2, 1]",6,((x[0]/Constant**Constant)**Constant) * (x[1]**Constant) * (x[2]),((x[0]/0.821711460486903**0.3149307934191842)**0.7069530550990474) * (x[1]**0.577687022663999) * (x[2]),35.78288698477709,{'errortest': 35.23533534018736}
"[[0], [3], [], [], [], [1], []]",37.77753573114723,"[1, 1, 0, 0, 0, 1, 0]",3,Constant * (x[1]**Constant) * (x[2]),0.9999236340183065 * (x[1]**0.5998120316731413) * (x[2]),37.50185307799172,{'errortest': 37.01359385837896}
"[[0], [0], [1, 3], [1, 1], [3, 1, 1, 2], [1, 1, 1, 0, 0], [0, 0]]",43.82779460280575,"[1, 1, 2, 2, 4, 5, 2]",6,((Constant/Constant)-(Constant-x[0]))*x[0] * (x[1]**Constant) * (x[2]),((0.6061527148157709/0.4496081283712947)-(0.7607083042908104-x[0]))*x[0] * (x[1]**0.4386401217223821) * (x[2]),43.58535057092587,{'errortest': 47.64668093815484}
"[[0], [2], [0], [2, 1], [3, 3], [0, 1, 1], [0]]",48.02168940609103,"[1, 1, 1, 2, 2, 3, 1]",6,(x[0]/(Constant/Constant)**Constant) * (x[1]**Constant) * (x[2]),(x[0]/(0.35033766922340703/0.5043620521068575)**0.48096702204865605) * (x[1]**0.44558878042378247) * (x[2]),49.28979235147849,{'errortest': 51.52072548179436}
"[[0], [0], [1, 3], [1, 2], [2, 1, 3], [1, 0, 1, 1], [0]]",50.72485177467997,"[1, 1, 2, 2, 3, 4, 1]",6,((Constant*x[0])-Constant)/Constant * (x[1]**Constant) * (x[2]),((0.982028879298795*x[0])-0.48306320115074486)/0.5704263607378162 * (x[1]**0.5531976712904448) * (x[2]),49.960536090255935,{'errortest': 55.5625033939564}
"[[0], [1], [2, 0], [0, 2, 2], [2, 2, 2, 2], [0, 0, 1, 0, 0], [0, 0, 0, 0]]",54.92439335386658,"[1, 1, 2, 3, 3, 4, 3]",6,((x[0]*x[0]**Constant)*Constant*x[0]) * (x[1]**Constant) * (x[2]),((x[0]*x[0]**0.8835934292897092)*0.9305294361104011*x[0]) * (x[1]**0.4500018948595669) * (x[2]),54.61474223023539,{'errortest': 58.436318609215284}
"[[0], [1], [2, 0], [0, 2, 1], [0, 2, 1, 3], [0, 0, 1, 0, 0], [0, 0, 0, 0]]",55.14823449146729,"[1, 1, 2, 3, 4, 5, 4]",6,((x[0]+x[0]**Constant)*Constant-(x[0]/x[0])) * (x[1]**Constant) * (x[2]),((x[0]+x[0]**0.9944086053689273)*0.9479770400879521-(x[0]/x[0])) * (x[1]**0.5572574813754558) * (x[2]),54.630257133045646,{'errortest': 60.085268719858874}
"[[0], [2], [0], [0, 0], [3, 2, 3], [0, 1, 1, 0], [0, 0]]",57.39346297812817,"[1, 1, 1, 2, 3, 4, 2]",6,(x[0]/Constant*Constant/x[0]**Constant) * (x[1]**Constant) * (x[2]),(x[0]/0.9241846509219122*0.10379950453809206/x[0]**0.13180070650043385) * (x[1]**0.6785449697286257) * (x[2]),59.293116425391865,{'errortest': 60.476652399553615}
